amenity,building,name,geometry,latitude,longitude
,university,Academic Block 2,"MULTIPOLYGON (((77.5902858 13.1266347, 77.5907579 13.1265432, 77.5907143 13.1263297, 77.5905319 13.126365, 77.5905095 13.1262552, 77.5906919 13.1262199, 77.5906494 13.1260122, 77.5901774 13.1261036, 77.5902198 13.1263113, 77.5904263 13.1262713, 77.5904487 13.1263811, 77.5902422 13.1264211, 77.5902858 13.1266347)))",13.126323934406074,77.59046828369019
,construction,Academic Block 1,"MULTIPOLYGON (((77.5896241 13.1267231, 77.5900961 13.1266317, 77.5900525 13.1264181, 77.5898702 13.1264534, 77.5898477 13.1263436, 77.5900301 13.1263083, 77.5899877 13.1261006, 77.5895156 13.126192, 77.589558 13.1263997, 77.5897645 13.1263597, 77.589787 13.1264696, 77.5895805 13.1265096, 77.5896241 13.1267231)))",13.12641233261096,77.58980653669725
,construction,Center for Research and Development,"MULTIPOLYGON (((77.5893357 13.125451, 77.5892016 13.125451, 77.5890273 13.1250696, 77.5890702 13.1249076, 77.5892124 13.1248162, 77.5894135 13.1248685, 77.5893116 13.1252394, 77.5893357 13.125451)))",13.125102505629235,77.58922019015237
,construction,Administration and Library Building,"MULTIPOLYGON (((77.5886434 13.1264464, 77.5890983 13.1262808, 77.5891603 13.1264415, 77.5886974 13.1266107, 77.5885472 13.1266656, 77.5884152 13.1263242, 77.5884046 13.1263032, 77.5883905 13.1262844, 77.5883725 13.1262674, 77.5883517 13.1262539, 77.5883287 13.1262442, 77.5883043 13.1262387, 77.5882793 13.1262374, 77.5882545 13.1262405, 77.5882306 13.1262479, 77.5882085 13.1262593, 77.5881888 13.1262743, 77.5881722 13.1262925, 77.5881591 13.1263133, 77.5881501 13.1263361, 77.5881454 13.12636, 77.588145 13.1263835, 77.5881488 13.1264068, 77.5879251 13.1264896, 77.5879116 13.126411, 77.5879125 13.1263525, 77.5879243 13.1262929, 77.5879467 13.1262364, 77.5879791 13.1261847, 77.5880205 13.1261394, 77.5880695 13.126102, 77.5881245 13.1260737, 77.5881838 13.1260554, 77.5882455 13.1260477, 77.5883077 13.1260508, 77.5883683 13.1260646, 77.5884254 13.1260887, 77.5884772 13.1261223, 77.588522 13.1261644, 77.588557 13.1262113, 77.5885833 13.1262634, 77.5886434 13.1264464)))",13.12634126362091,77.58847474636747
,construction,Hostel Block 4,"MULTIPOLYGON (((77.5893652 13.1288976, 77.5885686 13.1289029, 77.5885659 13.1285137, 77.5893626 13.1285085, 77.5893634 13.1286286, 77.5886545 13.1286332, 77.5886554 13.1287657, 77.5893643 13.1287611, 77.5893652 13.1288976)))",13.128709375537674,77.58894650292655
,construction,Hostel Block 5,"MULTIPOLYGON (((77.5893652 13.1284288, 77.5885686 13.128434, 77.5885659 13.1280448, 77.5893626 13.1280396, 77.5893634 13.1281597, 77.5886545 13.1281644, 77.5886554 13.1282969, 77.5893643 13.1282922, 77.5893652 13.1284288)))",13.128240488800861,77.58894653103837
,university,Sports Complex,"MULTIPOLYGON (((77.5901077 13.1287496, 77.5899306 13.1287488, 77.5899308 13.1287043, 77.5897795 13.1287036, 77.5897805 13.1285057, 77.5896442 13.128505, 77.589646 13.1281402, 77.5901106 13.1281423, 77.5901077 13.1287496)))",13.128412331539298,77.58989993501132
,residential,Hostel Block 3,"MULTIPOLYGON (((77.5891549 13.1294377, 77.588601 13.1294364, 77.5886019 13.1290629, 77.5891558 13.1290642, 77.5891555 13.1291908, 77.5887284 13.1291898, 77.5887282 13.1293058, 77.5891552 13.1293068, 77.5891549 13.1294377)))",13.129250929403353,77.58885842896908
,residential,Hostel Block 2,"MULTIPOLYGON (((77.5891415 13.1299928, 77.5885876 13.1299914, 77.5885885 13.1296179, 77.5891424 13.1296193, 77.5891421 13.1297459, 77.588715 13.1297449, 77.5887147 13.1298608, 77.5891418 13.1298619, 77.5891415 13.1299928)))",13.12980597053786,77.58884503542153
,residential,Hostel Block 1,"MULTIPOLYGON (((77.5891731 13.1305221, 77.5886193 13.1305273, 77.5886155 13.1301538, 77.5891694 13.1301486, 77.5891706 13.1302753, 77.5887436 13.1302793, 77.5887448 13.1303952, 77.5891718 13.1303912, 77.5891731 13.1305221)))",13.130338794390784,77.58887438181834
parking,parking,MLCP,"MULTIPOLYGON (((77.5865892 13.1265402, 77.586738 13.1269956, 77.5875653 13.1267394, 77.5874165 13.1262839, 77.5865892 13.1265402)))",13.126639769381164,77.58707726330132
,university,Central Utility Block 2,"MULTIPOLYGON (((77.5883125 13.1274231, 77.5881717 13.1274231, 77.5881717 13.1271175, 77.5883125 13.1271175, 77.5883125 13.1274231)))",13.1272703,77.5882421
,university,Auditorium/Student Facility Center,"MULTIPOLYGON (((77.5885668 13.1277177, 77.5885719 13.1277671, 77.5893577 13.1277587, 77.5893476 13.1276555, 77.5893441 13.1272847, 77.5891853 13.1272919, 77.5887312 13.1272841, 77.588674 13.1272882, 77.5886157 13.1273, 77.5885681 13.1273419, 77.5885668 13.1277177)))",13.127527093676973,77.58895785354308
,construction,Academic Block 6,"MULTIPOLYGON (((77.5902101 13.1282851, 77.5911462 13.1282955, 77.591149 13.1280551, 77.5902129 13.1280447, 77.5902101 13.1282851)))",13.1281701,77.59067955
,university,Central Utility Block 1,"MULTIPOLYGON (((77.5917668 13.1266035, 77.5920711 13.1266419, 77.5920847 13.1265388, 77.5917805 13.1265005, 77.5917668 13.1266035)))",13.126571180809725,77.59192579573295
,yes,DMart,"MULTIPOLYGON (((77.544359 12.8759878, 77.5446582 12.8759169, 77.5445897 12.8756454, 77.5444255 12.8753557, 77.544253 12.8754124, 77.5442675 12.8754469, 77.5443693 12.8759169, 77.5443465 12.8759433, 77.544359 12.8759878)))",12.875686636041442,77.54444810990836
library,school,Secondary Section Library,"MULTIPOLYGON (((77.6107413 12.9783162, 77.6107948 12.9783029, 77.6107301 12.9781003, 77.6106672 12.9781185, 77.6107413 12.9783162)))",12.97820655293954,77.6107323938996
place_of_worship,yes,Sri Nagalingeshwara Swamy Temple,"MULTIPOLYGON (((77.7203813 12.9605355, 77.7203743 12.9604319, 77.7205084 12.9604232, 77.7205154 12.9605269, 77.7203813 12.9605355)))",12.960479373874454,77.72044486070547
,yes,Market Fresh,"MULTIPOLYGON (((77.5426376 12.8608799, 77.5428472 12.8608654, 77.542837 12.8607253, 77.5426274 12.8607397, 77.5426376 12.8608799)))",12.860802576258417,77.54273728762877
place_of_worship,yes,Shiva Temple,"MULTIPOLYGON (((77.638356 12.9580841, 77.638513 12.9580721, 77.6385182 12.9581332, 77.6383629 12.9581474, 77.638356 12.9580841)))",12.958109191854003,77.63843703412192
,apartments,Sri Lakshmim Venkateswara Nilaya,"MULTIPOLYGON (((77.7186324 12.953997, 77.7186218 12.9538662, 77.7185132 12.9538745, 77.7185238 12.9540054, 77.7186324 12.953997)))",12.953935776336836,77.71857279319198
school,yes,VIBGYOR Roots and Rise School,"MULTIPOLYGON (((77.6921932 12.9782887, 77.6921783 12.9781242, 77.6919257 12.9781461, 77.69191 12.9779728, 77.6921704 12.9779503, 77.692154 12.977771, 77.6917453 12.9778063, 77.6917924 12.9783233, 77.6921932 12.9782887)))",12.978045618902575,77.69195104095364
,hotel,Hotel Royal Galaxy,"MULTIPOLYGON (((77.6929748 12.9779011, 77.6929736 12.9778193, 77.6928076 12.9778216, 77.6928088 12.9779035, 77.6929748 12.9779011)))",12.977861375299439,77.69289118310355
,construction,Tower 2,"MULTIPOLYGON (((77.7428866 12.9823185, 77.7431385 12.9821037, 77.7430906 12.9820503, 77.7429581 12.9819026, 77.7427061 12.9821174, 77.7428866 12.9823185)))",12.9821105501875,77.74292231710014
,construction,Tower 1,"MULTIPOLYGON (((77.7432705 12.9822501, 77.7435222 12.9820343, 77.7433419 12.9818347, 77.7430906 12.9820503, 77.7431385 12.9821037, 77.7432705 12.9822501)))",12.98204238317323,77.74330629956198
,construction,Tower 7,"MULTIPOLYGON (((77.7409361 12.9822708, 77.7411992 12.9820475, 77.7410093 12.9818351, 77.7407463 12.9820585, 77.7409361 12.9822708)))",12.982052966191922,77.74097273621318
,construction,Tower 4,"MULTIPOLYGON (((77.7418099 12.9823033, 77.7420619 12.9820885, 77.7420139 12.9820351, 77.7418814 12.9818874, 77.7416294 12.9821022, 77.7418099 12.9823033)))",12.982095357226704,77.7418456389583
,construction,Tower 3,"MULTIPOLYGON (((77.7421938 12.9822349, 77.7424455 12.9820191, 77.7422653 12.9818195, 77.7420139 12.9820351, 77.7420619 12.9820885, 77.7421938 12.9822349)))",12.982027173442377,77.74222963178973
,construction,Tower 5,"MULTIPOLYGON (((77.7417121 12.9815658, 77.7416439 12.9814887, 77.7416863 12.9814531, 77.7416209 12.9813791, 77.7415712 12.9814208, 77.7415039 12.9813447, 77.7416744 12.9812015, 77.7418753 12.9814288, 77.7417121 12.9815658)))",12.981379034606945,77.7416963319475
,construction,Tower 6,"MULTIPOLYGON (((77.7408806 12.9813163, 77.7411555 12.9810912, 77.7409419 12.9808435, 77.740667 12.9810686, 77.7408806 12.9813163)))",12.981079900000001,77.74091125000001
,yes,PNR Felicity,"MULTIPOLYGON (((77.6568153 12.8950842, 77.6573084 12.8948665, 77.6574553 12.8952473, 77.6571861 12.8953587, 77.6571608 12.895367, 77.6571279 12.8953235, 77.6569238 12.8953997, 77.6568153 12.8950842)))",12.895150009114184,77.65713855331309
,apartments,Sri Lakshmi Venkateshwara Krupa,"MULTIPOLYGON (((77.6407109 12.9095172, 77.6408822 12.9095122, 77.6408784 12.9093478, 77.6407097 12.9093496, 77.6407109 12.9095172)))",12.90943192079678,77.64079503467065
,apartments,Arnav Homes,"MULTIPOLYGON (((77.6414733 12.9086984, 77.6416355 12.9086897, 77.6416311 12.9085892, 77.6414734 12.9085949, 77.6414733 12.9086984)))",12.908643308707697,77.64155296488943
,apartments,B. T. Raju,"MULTIPOLYGON (((77.6413974 12.908053, 77.6415388 12.9080498, 77.6415363 12.907945, 77.641395 12.9079482, 77.6413974 12.908053)))",12.90799900616949,77.64146687539868
,construction,T1,"MULTIPOLYGON (((77.6405445 13.0404975, 77.6409951 13.0404844, 77.6409756 13.0398477, 77.640525 13.0398607, 77.6405445 13.0404975)))",13.040172575530946,77.64076004411912
,construction,T2,"MULTIPOLYGON (((77.6396647 13.0414643, 77.6406169 13.0412631, 77.6405719 13.0410612, 77.640381 13.0411015, 77.6403194 13.040825, 77.6395582 13.0409858, 77.6396647 13.0414643)))",13.041148246434465,77.64004057888687
,construction,T3A,"MULTIPOLYGON (((77.6389351 13.0418125, 77.6394822 13.0417445, 77.6393966 13.0410899, 77.6388494 13.0411579, 77.6389351 13.0418125)))",13.041451190295549,77.63916582286457
,construction,T3B,"MULTIPOLYGON (((77.6390398 13.0426009, 77.6395869 13.042533, 77.6395013 13.0418784, 77.6389541 13.0419463, 77.6390398 13.0426009)))",13.042239640295007,77.63927052286579
,commercial,Prestige Star,"MULTIPOLYGON (((77.5729278 13.0983824, 77.5728179 13.0980582, 77.5725416 13.0981343, 77.5726028 13.0983041, 77.5729278 13.0983824)))",13.098219479817766,77.57273807473716
,apartments,Block D5,"MULTIPOLYGON (((77.5996275 13.1063244, 77.599653 13.1062324, 77.5996715 13.1062372, 77.5996754 13.1062232, 77.5997307 13.1062378, 77.5997407 13.1062015, 77.5996823 13.1061861, 77.5996869 13.1061694, 77.5996671 13.1061642, 77.5996913 13.1060769, 77.5997002 13.1060792, 77.599774 13.1060986, 77.5997597 13.1061504, 77.5997942 13.1061595, 77.5997905 13.1061729, 77.5998228 13.1061814, 77.5998261 13.1061693, 77.5998527 13.1061763, 77.5998689 13.106118, 77.5999454 13.1061381, 77.5999178 13.1062378, 77.5999002 13.1062332, 77.5998956 13.1062518, 77.5998427 13.1062388, 77.5998419 13.1062418, 77.6000015 13.1062825, 77.6000019 13.1062783, 77.5999545 13.1062672, 77.5999595 13.1062504, 77.5999397 13.1062453, 77.5999671 13.1061462, 77.6000586 13.1061702, 77.6000455 13.1062175, 77.6000668 13.106223, 77.6000618 13.1062411, 77.6000924 13.1062491, 77.6000972 13.1062319, 77.6001229 13.1062387, 77.6001364 13.1061897, 77.6002327 13.106215, 77.6002088 13.1062979, 77.6001909 13.106292, 77.6001827 13.1063181, 77.600125 13.1063032, 77.6001183 13.1063308, 77.6001745 13.1063455, 77.6001679 13.1063693, 77.6001857 13.1063739, 77.6001611 13.1064629, 77.6000949 13.1064455, 77.6000883 13.1064438, 77.6001025 13.1063922, 77.6000298 13.1063731, 77.6000152 13.1064258, 77.5999375 13.1064022, 77.5999587 13.106322, 77.6000143 13.1063361, 77.6000195 13.1063173, 77.5998253 13.1062664, 77.5998206 13.1062833, 77.5998738 13.1062957, 77.599852 13.1063785, 77.5997815 13.1063595, 77.5997758 13.106358, 77.5997886 13.1063115, 77.5997151 13.1062922, 77.5997009 13.1063437, 77.5996355 13.1063265, 77.5996275 13.1063244)))",13.10626580645131,77.59993292085146
,apartments,Block D6,"MULTIPOLYGON (((77.6002723 13.1064843, 77.6002978 13.1063922, 77.6003163 13.1063971, 77.6003201 13.1063831, 77.6003755 13.1063976, 77.6003855 13.1063614, 77.6003271 13.106346, 77.6003317 13.1063293, 77.6003118 13.106324, 77.600336 13.1062367, 77.60035 13.1062404, 77.6004188 13.1062585, 77.6004045 13.1063103, 77.600439 13.1063194, 77.6004353 13.1063327, 77.6004676 13.1063412, 77.6004709 13.1063292, 77.6004975 13.1063362, 77.6005136 13.1062778, 77.6005902 13.1062979, 77.6005625 13.1063977, 77.600545 13.106393, 77.6005408 13.1064092, 77.6004884 13.1063963, 77.6004866 13.1064036, 77.6006463 13.1064424, 77.6006477 13.1064363, 77.6006008 13.1064233, 77.6006043 13.1064103, 77.6005845 13.1064051, 77.6006119 13.106306, 77.6007034 13.10633, 77.6006903 13.1063773, 77.6007116 13.1063829, 77.6007066 13.106401, 77.6007372 13.106409, 77.6007419 13.1063918, 77.6007677 13.1063985, 77.6007812 13.1063496, 77.6008775 13.1063748, 77.6008737 13.1063879, 77.6008536 13.1064577, 77.6008357 13.1064519, 77.6008275 13.106478, 77.6007698 13.106463, 77.6007631 13.1064906, 77.6008193 13.1065054, 77.6008127 13.1065291, 77.6008305 13.1065338, 77.6008092 13.1066108, 77.6008059 13.1066227, 77.6007331 13.1066036, 77.6007473 13.106552, 77.6006746 13.106533, 77.60066 13.1065856, 77.6006523 13.1065833, 77.6005823 13.106562, 77.6006035 13.1064819, 77.6006591 13.1064959, 77.6006643 13.1064772, 77.6004701 13.1064262, 77.6004654 13.1064432, 77.6005185 13.1064556, 77.6004968 13.1065384, 77.6004205 13.1065178, 77.6004334 13.1064713, 77.6003599 13.106452, 77.6003457 13.1065036, 77.6003394 13.1065019, 77.6002723 13.1064843)))",13.106425670505706,77.60057776552742
,apartments,Block B3,"MULTIPOLYGON (((77.5990131 13.1061062, 77.5990151 13.1060981, 77.5990298 13.1060395, 77.5990414 13.1060423, 77.5990461 13.1060238, 77.5990622 13.1060276, 77.5990645 13.1060185, 77.599101 13.1060272, 77.5991023 13.1060218, 77.5990657 13.1060131, 77.5990675 13.1060062, 77.5990551 13.1060032, 77.5990564 13.1059981, 77.5990413 13.1059944, 77.5990606 13.105919, 77.5991334 13.1059367, 77.5991249 13.1059697, 77.5991876 13.1059849, 77.5991955 13.1059543, 77.5992538 13.1059685, 77.5992341 13.1060451, 77.5992137 13.1060401, 77.5992115 13.1060483, 77.5993032 13.1060708, 77.5993059 13.1060603, 77.5992782 13.1060535, 77.599296 13.1059848, 77.5993472 13.1059974, 77.5993394 13.1060277, 77.5994196 13.1060474, 77.5994286 13.1060127, 77.5994864 13.1060269, 77.5994687 13.1060951, 77.5994594 13.1060928, 77.5994558 13.1061066, 77.599441 13.106103, 77.5994377 13.1061158, 77.5993843 13.1061029, 77.5993817 13.1061131, 77.5994314 13.1061251, 77.5994282 13.1061377, 77.5994488 13.1061427, 77.5994445 13.1061595, 77.5994582 13.1061627, 77.5994438 13.1062198, 77.5993676 13.1062016, 77.5993749 13.1061724, 77.5993403 13.1061642, 77.5993334 13.1061919, 77.5993255 13.10619, 77.5992688 13.1061765, 77.5992832 13.1061192, 77.5993109 13.1061258, 77.5993158 13.1061062, 77.5991902 13.1060763, 77.5991854 13.1060958, 77.5992075 13.106101, 77.5991939 13.1061557, 77.5991229 13.1061388, 77.5991316 13.106104, 77.5990814 13.1060921, 77.5990743 13.1061207, 77.5990131 13.1061062)))",13.106068948089746,77.59924767105068
,apartments,Block B4,"MULTIPOLYGON (((77.5993258 13.1063254, 77.5993944 13.1063409, 77.5993917 13.1063522, 77.5994108 13.1063565, 77.599407 13.1063723, 77.5994164 13.1063744, 77.5994078 13.10641, 77.5994134 13.1064113, 77.599422 13.1063755, 77.599429 13.1063772, 77.5994319 13.1063651, 77.5994373 13.1063663, 77.5994398 13.1063559, 77.5994409 13.1063515, 77.5995185 13.1063695, 77.5995011 13.1064406, 77.5994672 13.1064327, 77.5994522 13.106494, 77.5994837 13.1065013, 77.5994698 13.1065582, 77.5993909 13.1065399, 77.5993958 13.1065199, 77.5993874 13.1065179, 77.5993653 13.1066075, 77.5993761 13.10661, 77.5993828 13.1065829, 77.5994535 13.1065995, 77.5994412 13.1066495, 77.59941 13.1066422, 77.5993906 13.1067206, 77.5994264 13.106729, 77.5994242 13.106738, 77.5994125 13.1067854, 77.5993422 13.106769, 77.5993445 13.1067598, 77.5993302 13.1067565, 77.5993338 13.1067421, 77.5993206 13.106739, 77.5993333 13.1066868, 77.5993228 13.1066844, 77.599311 13.1067329, 77.599298 13.10673, 77.5992932 13.10675, 77.5992759 13.1067461, 77.5992727 13.1067594, 77.599214 13.1067461, 77.5992297 13.1066803, 77.5992318 13.1066716, 77.5992618 13.1066784, 77.5992699 13.1066447, 77.5992413 13.1066382, 77.5992564 13.1065751, 77.5993154 13.1065885, 77.5993089 13.1066156, 77.5993292 13.1066201, 77.5993584 13.1064975, 77.5993384 13.106493, 77.5993332 13.1065146, 77.599277 13.1065019, 77.5992935 13.1064327, 77.5993294 13.1064408, 77.599341 13.1063917, 77.5993115 13.1063851, 77.5993258 13.1063254)))",13.106553393976988,77.59936662250236
,apartments,Block B2,"MULTIPOLYGON (((77.5988192 13.106236, 77.5988878 13.1062516, 77.5988851 13.1062629, 77.5989042 13.1062672, 77.5989004 13.106283, 77.5989098 13.1062851, 77.5989012 13.1063207, 77.5989068 13.106322, 77.5989154 13.1062862, 77.5989224 13.1062878, 77.5989254 13.1062758, 77.5989307 13.106277, 77.5989343 13.1062622, 77.5990119 13.1062802, 77.5990077 13.1062975, 77.5989946 13.1063512, 77.5989606 13.1063434, 77.5989456 13.1064046, 77.5989771 13.106412, 77.5989632 13.1064689, 77.5988843 13.1064505, 77.5988892 13.1064306, 77.5988808 13.1064286, 77.5988587 13.1065181, 77.5988695 13.1065206, 77.5988762 13.1064936, 77.5989469 13.1065102, 77.5989346 13.1065602, 77.5989034 13.1065529, 77.598884 13.1066312, 77.5989198 13.1066396, 77.5989178 13.1066479, 77.5989059 13.1066961, 77.5988356 13.1066796, 77.5988379 13.1066705, 77.5988236 13.1066671, 77.5988272 13.1066527, 77.598814 13.1066497, 77.5988267 13.1065975, 77.5988162 13.1065951, 77.5988044 13.1066436, 77.5987914 13.1066406, 77.5987866 13.1066607, 77.5987693 13.1066567, 77.5987661 13.1066701, 77.5987074 13.1066567, 77.5987093 13.1066488, 77.5987252 13.1065823, 77.5987552 13.1065891, 77.5987633 13.1065553, 77.5987348 13.1065489, 77.5987498 13.1064858, 77.5988088 13.1064991, 77.5988023 13.1065262, 77.5988226 13.1065308, 77.5988518 13.1064082, 77.5988318 13.1064037, 77.5988266 13.1064253, 77.5987704 13.1064126, 77.5987869 13.1063433, 77.5988228 13.1063514, 77.5988344 13.1063024, 77.5988049 13.1062957, 77.5988138 13.1062584, 77.5988192 13.106236)))",13.106464041977336,77.59886003351946
,apartments,Block A1,"MULTIPOLYGON (((77.5990408 13.1069965, 77.5990537 13.1069473, 77.5990155 13.1069377, 77.5990185 13.1069263, 77.598985 13.1069179, 77.5989863 13.1069129, 77.5990188 13.1069212, 77.5990217 13.1069106, 77.5990556 13.1069192, 77.5990663 13.1068792, 77.5990062 13.1068639, 77.5990019 13.1068801, 77.5989497 13.1068668, 77.5989541 13.1068505, 77.5989103 13.1068393, 77.5989035 13.1068649, 77.5988274 13.1068455, 77.5988335 13.1068225, 77.5987751 13.1068076, 77.5987717 13.1068203, 77.5987352 13.1068111, 77.5987377 13.1068018, 77.5986772 13.1067842, 77.5986688 13.1068183, 77.5987037 13.1068266, 77.5987001 13.1068404, 77.5987324 13.1068486, 77.5987291 13.1068613, 77.5986938 13.1068524, 77.5986907 13.1068641, 77.5986583 13.106856, 77.5986494 13.10689, 77.5986468 13.1068998, 77.5987105 13.1069157, 77.5987141 13.106902, 77.5987473 13.1069103, 77.5987435 13.1069249, 77.5988 13.106939, 77.5988157 13.1069429, 77.5988199 13.1069271, 77.5988742 13.1069406, 77.5988705 13.1069549, 77.5989337 13.1069706, 77.5989385 13.1069523, 77.5989761 13.1069617, 77.5989715 13.1069792, 77.5990408 13.1069965)))",13.106892453599892,77.59885891124564
,apartments,Block C8,"MULTIPOLYGON (((77.6003242 13.1073887, 77.6003283 13.1073752, 77.600331 13.1073665, 77.6003499 13.107372, 77.6003719 13.1073005, 77.6003051 13.1072811, 77.6003123 13.1072579, 77.6003677 13.1072741, 77.6003872 13.1072111, 77.6003717 13.1072065, 77.6003761 13.1071921, 77.600369 13.10719, 77.6003183 13.1071752, 77.6003125 13.1071941, 77.6002397 13.1071729, 77.6002439 13.1071593, 77.6002362 13.1071571, 77.6002039 13.1071477, 77.6001979 13.1071672, 77.6001735 13.1071601, 77.6001576 13.1072125, 77.6000629 13.1071853, 77.6000778 13.1071363, 77.6000653 13.1071327, 77.6000716 13.1071114, 77.6000238 13.1070979, 77.6000174 13.1071194, 77.5999347 13.1070961, 77.5999406 13.1070761, 77.599937 13.1070751, 77.5998913 13.1070623, 77.5998838 13.1070877, 77.5998665 13.1070829, 77.5998515 13.1071343, 77.5999091 13.1071503, 77.5998976 13.1071896, 77.5998391 13.1071734, 77.5998227 13.1072298, 77.5998397 13.1072345, 77.5998348 13.1072514, 77.5998945 13.1072679, 77.5998983 13.107255, 77.5999846 13.1072788, 77.5999797 13.1072957, 77.6000454 13.1073139, 77.6000501 13.1072978, 77.600068 13.1073028, 77.600085 13.1072451, 77.6001094 13.1072519, 77.6000935 13.1073053, 77.600113 13.1073107, 77.6001073 13.1073296, 77.6001741 13.1073486, 77.6001797 13.1073297, 77.6002549 13.1073513, 77.60025 13.1073672, 77.6003242 13.1073887)))",13.107230900421662,77.60011077040087
